2021-01-04 04:00:00,133.31,133.77,133.02,133.72,28114
2021-01-04 04:05:00,133.71,133.98,133.71,133.98,7393
2021-01-04 04:10:00,133.98,134.0,133.74,133.74,5404
2021-01-04 04:15:00,133.98,134.01,133.94,133.95,23026
2021-01-04 04:20:00,133.9,133.95,133.83,133.83,1275
2021-01-04 04:25:00,133.89,134.0,133.88,134.0,2345
2021-01-04 04:30:00,134.0,134.0,133.91,133.91,2677
2021-01-04 04:35:00,133.96,133.96,133.9,133.9,1157
2021-01-04 04:40:00,133.9,133.9,133.55,133.85,2659
2021-01-04 04:45:00,133.86,133.86,133.5,133.58,7809
2021-01-04 04:50:00,133.6,133.6,133.5,133.6,4028
2021-01-04 04:55:00,133.58,133.6,133.58,133.6,2074
2021-01-04 05:00:00,133.6,133.95,133.6,133.9,20753
2021-01-04 05:05:00,133.8,133.86,133.8,133.81,2183
2021-01-04 05:10:00,133.69,133.69,133.6,133.6,8347
2021-01-04 05:15:00,133.68,133.68,133.53,133.54,5319
2021-01-04 05:20:00,133.5,133.54,133.43,133.53,2814
2021-01-04 05:25:00,133.54,133.55,133.53,133.53,8296
2021-01-04 05:30:00,133.59,133.8,133.59,133.8,2456
2021-01-04 05:35:00,133.77,134.29,133.77,134.23,34792
2021-01-04 05:40:00,134.15,134.43,134.05,134.31,17631
2021-01-04 05:45:00,134.31,134.41,134.24,134.41,7949
2021-01-04 05:50:00,134.4,134.4,134.24,134.27,32037
2021-01-04 05:55:00,134.29,134.42,134.29,134.3,5351
2021-01-04 06:00:00,134.22,134.32,134.17,134.3,3903
2021-01-04 06:05:00,134.3,134.35,134.3,134.35,2115
2021-01-04 06:10:00,134.25,134.35,134.22,134.22,1282
2021-01-04 06:15:00,134.2,134.2,134.08,134.16,1450
2021-01-04 06:20:00,134.15,134.15,134.05,134.05,545
2021-01-04 06:25:00,134.1,134.1,134.1,134.1,531
2021-01-04 06:30:00,134.19,134.35,134.19,134.35,3978
2021-01-04 06:35:00,134.34,134.34,134.25,134.25,1986
2021-01-04 06:40:00,134.2,134.2,134.15,134.15,782
2021-01-04 06:45:00,134.19,134.19,134.1,134.1,1175
2021-01-04 06:50:00,134.11,134.19,134.1,134.17,4300
2021-01-04 06:55:00,134.15,134.17,133.6,133.99,10896
2021-01-04 07:00:00,133.92,134.0,133.65,133.8,76620
2021-01-04 07:05:00,133.73,133.79,133.7,133.75,58889
2021-01-04 07:10:00,133.74,133.77,133.69,133.75,56330
2021-01-04 07:15:00,133.75,133.75,133.54,133.72,56659
2021-01-04 07:20:00,133.7,133.75,133.65,133.7,16049
2021-01-04 07:25:00,133.7,133.76,133.66,133.74,18339
2021-01-04 07:30:00,133.75,133.98,133.75,133.96,35077
2021-01-04 07:35:00,133.97,133.98,133.85,133.9,39808
2021-01-04 07:40:00,133.9,133.96,133.85,133.85,11085
2021-01-04 07:45:00,133.86,133.9,133.75,133.86,18611
2021-01-04 07:50:00,133.86,133.97,133.86,133.92,22518
2021-01-04 07:55:00,133.91,133.96,133.9,133.95,14269
2021-01-04 08:00:00,133.93,133.99,133.53,133.87,153500
2021-01-04 08:05:00,133.89,134.1,133.89,134.03,116528
2021-01-04 08:10:00,134.05,134.05,133.97,134.02,14419
2021-01-04 08:15:00,134.01,134.04,133.95,133.95,23175
2021-01-04 08:20:00,133.96,133.97,133.85,133.87,17664
2021-01-04 08:25:00,133.86,133.93,133.76,133.8,34008
2021-01-04 08:30:00,133.79,133.82,133.71,133.79,23121
2021-01-04 08:35:00,133.79,133.87,133.77,133.83,22559
2021-01-04 08:40:00,133.83,133.9,133.8,133.86,31540
2021-01-04 08:45:00,133.86,133.87,133.75,133.77,18929
2021-01-04 08:50:00,133.78,133.81,133.75,133.76,13793
2021-01-04 08:55:00,133.76,133.83,133.73,133.83,40295
2021-01-04 09:00:00,133.83,133.87,133.76,133.76,33985
2021-01-04 09:05:00,133.75,133.75,133.51,133.55,54586
2021-01-04 09:10:00,133.57,133.6,133.52,133.53,47739
2021-01-04 09:15:00,133.53,133.54,133.35,133.47,78609
2021-01-04 09:20:00,133.42,133.65,133.42,133.59,41119
2021-01-04 09:25:00,133.6,133.64,133.52,133.52,31459
2021-01-04 09:30:00,133.52,133.612,132.39,132.81,4408776
2021-01-04 09:35:00,132.83,132.89,131.81,131.89,2225626
2021-01-04 09:40:00,131.9,132.34,131.45,132.06,2195988
2021-01-04 09:45:00,132.069,132.3,131.86,132.25,1596687
2021-01-04 09:50:00,132.24,132.24,131.52,131.59,1489469
2021-01-04 09:55:00,131.585,132.09,131.294,131.449,1584650
2021-01-04 10:00:00,131.45,131.67,131.07,131.115,1599135
2021-01-04 10:05:00,131.115,131.48,130.795,130.875,1660422
2021-01-04 10:10:00,130.87,131.09,130.38,130.51,1989859
2021-01-04 10:15:00,130.5,130.96,130.47,130.89,1339651
2021-01-04 10:20:00,130.887,131.11,130.84,130.936,1245595
2021-01-04 10:25:00,130.93,131.15,130.79,131.054,1039544
2021-01-04 10:30:00,131.055,131.24,130.6,130.684,1275515
2021-01-04 10:35:00,130.681,131.14,130.56,131.111,974012
2021-01-04 10:40:00,131.11,131.31,131.03,131.044,1092605
2021-01-04 10:45:00,131.04,131.04,130.48,130.75,1416051
2021-01-04 10:50:00,130.75,130.83,130.45,130.71,1638258
2021-01-04 10:55:00,130.7,131.25,130.7,130.968,1390221
2021-01-04 11:00:00,130.97,131.31,130.16,130.31,1657741
2021-01-04 11:05:00,130.31,130.55,129.66,129.867,2393247
2021-01-04 11:10:00,129.86,130.24,129.4,130.09,1903229
2021-01-04 11:15:00,130.08,130.355,129.905,130.324,1154324
2021-01-04 11:20:00,130.32,130.42,129.93,129.996,1048275
2021-01-04 11:25:00,129.995,130.207,129.88,129.883,970453
2021-01-04 11:30:00,129.89,130.09,129.62,129.91,1141005
2021-01-04 11:35:00,129.915,129.93,129.6,129.69,871129
2021-01-04 11:40:00,129.68,129.68,129.27,129.39,1467866
2021-01-04 11:45:00,129.4,129.585,129.329,129.413,1024908
2021-01-04 11:50:00,129.41,129.53,129.11,129.149,1245564
2021-01-04 11:55:00,129.13,129.18,128.79,128.82,2022288
2021-01-04 12:00:00,128.81,128.919,128.4,128.597,1978500
2021-01-04 12:05:00,128.58,128.8,128.21,128.222,1551677
2021-01-04 12:10:00,128.23,128.32,127.1,127.41,2975211
2021-01-04 12:15:00,127.41,128.03,126.76,128.005,2420039
2021-01-04 12:20:00,128.001,128.4,127.75,128.29,1679427
2021-01-04 12:25:00,128.29,128.32,127.89,128.25,1113071
2021-01-04 12:30:00,128.247,128.31,127.91,128.12,1128376
2021-01-04 12:35:00,128.125,128.21,127.89,127.95,838955
2021-01-04 12:40:00,127.955,128.02,127.72,127.985,1038520
2021-01-04 12:45:00,127.98,127.985,127.65,127.71,765441
2021-01-04 12:50:00,127.71,128.29,127.63,128.23,1000871
2021-01-04 12:55:00,128.225,128.595,128.17,128.42,1156194
2021-01-04 13:00:00,128.41,128.6,128.256,128.32,1089119
2021-01-04 13:05:00,128.33,128.57,128.05,128.565,1225283
2021-01-04 13:10:00,128.56,128.89,128.511,128.78,1091580
2021-01-04 13:15:00,128.775,128.89,128.62,128.75,1089469
2021-01-04 13:20:00,128.756,129.07,128.72,129.05,1019232
2021-01-04 13:25:00,129.045,129.11,128.901,129.04,856652
2021-01-04 13:30:00,129.04,129.06,128.595,128.653,827977
2021-01-04 13:35:00,128.655,128.98,128.64,128.808,790018
2021-01-04 13:40:00,128.82,129.01,128.8,128.87,640175
2021-01-04 13:45:00,128.9,128.95,128.82,128.947,453225
2021-01-04 13:50:00,128.945,129.184,128.835,129.17,700140
2021-01-04 13:55:00,129.18,129.2,129.0,129.178,640007
